Index;Text;Cause;Effect;Offset_Sentence2;Offset_Sentence3;Cause_Start;Cause_End;Effect_Start;Effect_End;Sentence
0475.00021;Another Three Million, Five Hundred Thousand US Dollars (US$3,500,000) has been secured from UNESCO-KOICA to transform The Gambia Technical Training Institute (GTTI) into a university.;UNESCO-KOICA to transform The Gambia Technical Training Institute (GTTI) into a university.;Another Three Million, Five Hundred Thousand US Dollars (US$3,500,000) has been secured;;;93;184;0;87;<e2>Another Three Million, Five Hundred Thousand US Dollars (US$3,500,000) has been secured</e2> from <e1>UNESCO-KOICA to transform The Gambia Technical Training Institute (GTTI) into a university.</e1>
0475.00053;8. PETROLEUM AND ENERGY Madam Speaker, The Government, through the Ministry of Petroleum and Energy, has completed the first successful bidding rounds for our Petroleum Oil Blocks. This has resulted in the signing of a Petroleum Exploration and Production License Agreement with British Petroleum (BP) for the A1 Block. The Government has a 10% participating interest in the license at signature and Gambia National Petroleum Corporation (GNPC) will represent Government's interest in the A1 Block license agreement.;8. PETROLEUM AND ENERGY Madam Speaker, The Government, through the Ministry of Petroleum and Energy, has completed the first successful bidding rounds for our Petroleum Oil Blocks.;The Government has a 10% participating interest in the license at signature and Gambia National Petroleum Corporation (GNPC) will represent Government's interest in the A1 Block license agreement.;180.0;319.0;0;180;320;516;<e1>8. PETROLEUM AND ENERGY Madam Speaker, The Government, through the Ministry of Petroleum and Energy, has completed the first successful bidding rounds for our Petroleum Oil Blocks.</e1> This has resulted in the signing of a Petroleum Exploration and Production License Agreement with British Petroleum (BP) for the A1 Block. <e2>The Government has a 10% participating interest in the license at signature and Gambia National Petroleum Corporation (GNPC) will represent Government's interest in the A1 Block license agreement.</e2>
0475.00064;In its quest to spur industrialisation, GIEPA has entered into a Joint Venture Agreement with TAF Africa Global for the development and management of an Industrial Park at the Banjul International Airport. This Joint Venture is an investment in excess of Three hundred Million US Dollars (US$3,000,000), with the potential to spur more economic activity.;In its quest to spur industrialisation, GIEPA has entered into a Joint Venture Agreement with TAF Africa Global for the development and management of an Industrial Park at the Banjul International Airport.;This Joint Venture is an investment in excess of Three hundred Million US Dollars (US$3,000,000), with the potential to spur more economic activity.;205.0;;0;205;206;354;<e1>In its quest to spur industrialisation, GIEPA has entered into a Joint Venture Agreement with TAF Africa Global for the development and management of an Industrial Park at the Banjul International Airport.</e1> <e2>This Joint Venture is an investment in excess of Three hundred Million US Dollars (US$3,000,000), with the potential to spur more economic activity.</e2>
0475.00079;The National Nutrition Agency, as the institutional home for these developments, continues to work on nutrition issues to foster healthy and sustainable livelihoods, especially for women and children. In collaboration with the Ministry of Health, the US$ 21.18 Million Maternal and Child Nutrition and Health Results Project is now being implemented in thirty-seven (37) health facilities and three hundred and forty-five (345) communities in the North Bank, Central River, Upper River and Lower River Regions.;The National Nutrition Agency, as the institutional home for these developments, continues to work on nutrition issues to foster healthy and sustainable livelihoods, especially for women and children.;In collaboration with the Ministry of Health, the US$ 21.18 Million Maternal and Child Nutrition and Health Results Project is now being implemented in thirty-seven (37) health facilities and three hundred and forty-five (345) communities in the North Bank, Central River, Upper River and Lower River Regions.;200.0;;0;200;201;510;<e1>The National Nutrition Agency, as the institutional home for these developments, continues to work on nutrition issues to foster healthy and sustainable livelihoods, especially for women and children.</e1> <e2>In collaboration with the Ministry of Health, the US$ 21.18 Million Maternal and Child Nutrition and Health Results Project is now being implemented in thirty-seven (37) health facilities and three hundred and forty-five (345) communities in the North Bank, Central River, Upper River and Lower River Regions.</e2>
0475.00092.1;On road construction, lots of infrastructure development is ongoing. The one hundred and twenty (120) kilometre primary road network on the North Bank, estimated at a cost of eighty-seven Million US Dollars (US$87,000,000), for example, is due for completion in February 2020. In December 2018, the three-year URR Bridges and Road Project, funded through a grant of Eighty Million US Dollars (US$80,000,000) from the People's Republic of China, was launched.;On road construction, lots of infrastructure development is ongoing.;The one hundred and twenty (120) kilometre primary road network on the North Bank, estimated at a cost of eighty-seven Million US Dollars (US$87,000,000), for example, is due for completion in February 2020.;68.0;276.0;0;68;69;276;<e1>On road construction, lots of infrastructure development is ongoing.</e1> <e2>The one hundred and twenty (120) kilometre primary road network on the North Bank, estimated at a cost of eighty-seven Million US Dollars (US$87,000,000), for example, is due for completion in February 2020.</e2> In December 2018, the three-year URR Bridges and Road Project, funded through a grant of Eighty Million US Dollars (US$80,000,000) from the People's Republic of China, was launched.
0475.00092.2;On road construction, lots of infrastructure development is ongoing. The one hundred and twenty (120) kilometre primary road network on the North Bank, estimated at a cost of eighty-seven Million US Dollars (US$87,000,000), for example, is due for completion in February 2020. In December 2018, the three-year URR Bridges and Road Project, funded through a grant of Eighty Million US Dollars (US$80,000,000) from the People's Republic of China, was launched.;On road construction, lots of infrastructure development is ongoing.;In December 2018, the three-year URR Bridges and Road Project, funded through a grant of Eighty Million US Dollars (US$80,000,000) from the People's Republic of China, was launched.;68.0;276.0;0;68;277;458;<e1>On road construction, lots of infrastructure development is ongoing.</e1> The one hundred and twenty (120) kilometre primary road network on the North Bank, estimated at a cost of eighty-seven Million US Dollars (US$87,000,000), for example, is due for completion in February 2020. <e2>In December 2018, the three-year URR Bridges and Road Project, funded through a grant of Eighty Million US Dollars (US$80,000,000) from the People's Republic of China, was launched.</e2>
0475.00109;Related to this, the construction of the International Conference Centre is progressing steadily, with 75% of the works done.;Related to this, the construction of the International Conference Centre is progressing steadily;75% of the works done.;;;0;96;103;125;<e1>Related to this, the construction of the International Conference Centre is progressing steadily</e1>, with <e2>75% of the works done.</e2>
0475.00122;Finally for this sector, Government is in the process of amending the 2008 Fisheries Regulations to include a 50% upward revision of the fishing license tariff.;Finally for this sector, Government is in the process of amending the 2008 Fisheries Regulations;include a 50% upward revision of the fishing license tariff.;;;0;96;100;160;<e1>Finally for this sector, Government is in the process of amending the 2008 Fisheries Regulations</e1> to <e2>include a 50% upward revision of the fishing license tariff.</e2>
0476.00005;- - Sell Ratings - Hold Ratings - Buy Ratings - Strong Buy Ratings - Rating Score  - BBX Capital - 0 - 0 - 0 - 0 - N/A  - Western New England Bancorp - 0 - 1 - 2 - 0 - 2.67  Western New England Bancorp has a consensus target price of $10.50, suggesting a potential upside of 7.25%.;Western New England Bancorp has a consensus target price of $10.50;suggesting a potential upside of 7.25%.;;;174;240;242;281;- - Sell Ratings - Hold Ratings - Buy Ratings - Strong Buy Ratings - Rating Score  - BBX Capital - 0 - 0 - 0 - 0 - N/A  - Western New England Bancorp - 0 - 1 - 2 - 0 - 2.67  <e1>Western New England Bancorp has a consensus target price of $10.50</e1>, <e2>suggesting a potential upside of 7.25%.</e2>
0477.00030;Margins fell 20 basis points. That is it. We saw gross margins narrow due to lower merchandise margins as a result of the sales mix in the quarter.;We saw gross margins narrow due to lower merchandise margins as a result of the sales mix in the quarter.;Margins fell 20 basis points.;29.0;41.0;42;147;0;29;<e2>Margins fell 20 basis points.</e2> That is it. <e1>We saw gross margins narrow due to lower merchandise margins as a result of the sales mix in the quarter.</e1>
0482.00007;The funds have raised more funding from high net worth individuals, family offices assets and institutional investors over time. The first fund in the CMCC Liquid VC series gathered $1 million while the other two successors received $3.5 million and $30 million.;The funds have raised more funding from high net worth individuals, family offices assets and institutional investors over time.;The first fund in the CMCC Liquid VC series gathered $1 million while the other two successors received $3.5 million and $30 million.;128.0;;0;128;129;262;<e1>The funds have raised more funding from high net worth individuals, family offices assets and institutional investors over time.</e1> <e2>The first fund in the CMCC Liquid VC series gathered $1 million while the other two successors received $3.5 million and $30 million.</e2>
0487.00001;The owner of Japanese cryptocurrency exchange, Coincheck, has announced it will award Bitcoin to its shareholders in a new shake-up. Monex Shareholders To Get 500 Yen In Bitcoin  In a statement on September 24, online broker Monex Group said it would give 500 yen in BTC to anyone who owns more than 100 shares and has a Coincheck account.;The owner of Japanese cryptocurrency exchange, Coincheck, has announced it will award Bitcoin to its shareholders in a new shake-up.;Monex Shareholders To Get 500 Yen In Bitcoin  In a statement on September 24, online broker Monex Group said it would give 500 yen in BTC to anyone who owns more than 100 shares and has a Coincheck account.;132.0;;0;132;133;339;<e1>The owner of Japanese cryptocurrency exchange, Coincheck, has announced it will award Bitcoin to its shareholders in a new shake-up.</e1> <e2>Monex Shareholders To Get 500 Yen In Bitcoin  In a statement on September 24, online broker Monex Group said it would give 500 yen in BTC to anyone who owns more than 100 shares and has a Coincheck account.</e2>
0487.00006;Japan Commits To Crypto Integration  The move marks the latest step in the rejuvenation of the troubled Coincheck under Monex's auspices. The company purchased the exchange in March 2018 for a nominal $33 million.;Japan Commits To Crypto Integration  The move marks the latest step in the rejuvenation of the troubled Coincheck under Monex's auspices.;The company purchased the exchange in March 2018 for a nominal $33 million.;137.0;;0;137;138;213;<e1>Japan Commits To Crypto Integration  The move marks the latest step in the rejuvenation of the troubled Coincheck under Monex's auspices.</e1> <e2>The company purchased the exchange in March 2018 for a nominal $33 million.</e2>
0488.00008;Charter amendment for emergency mutual aid agreements  Fritz is also the author of the explanatory statement for this measure, which would allow the city to assist other municipalities and local governments in the event of a disaster that drains local resources. The measure specifically mentions earthquakes. Sauvie Island Fire District levy  The measure would continue funding for the Sauvie Island Fire District at a cost of 35 cents per $1,000 of assessed value for property owners in the district.;Charter amendment for emergency mutual aid agreements  Fritz is also the author of the explanatory statement for this measure, which would allow the city to assist other municipalities and local governments in the event of a disaster that drains local resources.;Sauvie Island Fire District levy  The measure would continue funding for the Sauvie Island Fire District at a cost of 35 cents per $1,000 of assessed value for property owners in the district.;262.0;309.0;0;262;310;502;<e1>Charter amendment for emergency mutual aid agreements  Fritz is also the author of the explanatory statement for this measure, which would allow the city to assist other municipalities and local governments in the event of a disaster that drains local resources.</e1> The measure specifically mentions earthquakes. <e2>Sauvie Island Fire District levy  The measure would continue funding for the Sauvie Island Fire District at a cost of 35 cents per $1,000 of assessed value for property owners in the district.</e2>
0495.00008;Entrepreneurs' Relief (ER) ER may be available for certain business disposals and has the effect of charging the first £10 million of gains qualifying for the relief at an effective rate of 10%.;Entrepreneurs' Relief (ER) ER may be available for certain business disposals;charging the first £10 million of gains qualifying for the relief at an effective rate of 10%.;;;0;77;100;194;<e1>Entrepreneurs' Relief (ER) ER may be available for certain business disposals</e1> and has the effect of <e2>charging the first £10 million of gains qualifying for the relief at an effective rate of 10%.</e2>
0496.00019;Further to these initial costs there will solicitors costs to cover as they will need to instruct a barrister to attend the hearing on your behalf. Fortis have assisted numerous companies in these instances with successful outcomes which has allowed business to avoid the consequences of failure. The total outlay for the above will be in the region of £2,000 but a small price to pay if it means the preservation of your business.;Further to these initial costs there will solicitors costs to cover as they will need to instruct a barrister to attend the hearing on your behalf.;The total outlay for the above will be in the region of £2,000 but a small price to pay if it means the preservation of your business.;147.0;296.0;0;147;297;431;<e1>Further to these initial costs there will solicitors costs to cover as they will need to instruct a barrister to attend the hearing on your behalf.</e1> Fortis have assisted numerous companies in these instances with successful outcomes which has allowed business to avoid the consequences of failure. <e2>The total outlay for the above will be in the region of £2,000 but a small price to pay if it means the preservation of your business.</e2>
0497.00003;The Vision Fund is the biggest tech investor in the world. It has $100 billion to spend from backers including Apple, Qualcomm, and controversially Saudia Arabia's sovereign wealth fund the PIF.;The Vision Fund is the biggest tech investor in the world.;It has $100 billion to spend from backers including Apple, Qualcomm, and controversially Saudia Arabia's sovereign wealth fund the PIF.;58.0;;0;58;59;194;<e1>The Vision Fund is the biggest tech investor in the world.</e1> <e2>It has $100 billion to spend from backers including Apple, Qualcomm, and controversially Saudia Arabia's sovereign wealth fund the PIF.</e2>
0497.00052;Craig Barritt/Getty Images  There are some exceptions, but for the most part the Vision Fund only invests in fairly established, fast-growing businesses. It's rare for the fund to invest anything less than $100 million, as evidenced by this running list of deals.;Craig Barritt/Getty Images  There are some exceptions, but for the most part the Vision Fund only invests in fairly established, fast-growing businesses.;It's rare for the fund to invest anything less than $100 million, as evidenced by this running list of deals.;153.0;;0;153;154;263;<e1>Craig Barritt/Getty Images  There are some exceptions, but for the most part the Vision Fund only invests in fairly established, fast-growing businesses.</e1> <e2>It's rare for the fund to invest anything less than $100 million, as evidenced by this running list of deals.</e2>
0499.00010;But it's actually down about 36% from $10.6 billion in 2016  -  and the company lost $3.9 billion in net income in 2017, when it had an unusually big tax bill.;it had an unusually big tax bill.;But it's actually down about 36% from $10.6 billion in 2016  -  and the company lost $3.9 billion in net income in 2017,;;;126;159;0;120;<e2>But it's actually down about 36% from $10.6 billion in 2016  -  and the company lost $3.9 billion in net income in 2017,</e2> when <e1>it had an unusually big tax bill.</e1>
0502.00002;Incumbent RBS boss Ross McEwan announced in April his intention to step down from his role at the head of the 62% state-owned banking giant, saying it was the right time to go having delivered on his strategy of stabilising the bank following its post-crisis bailout.;it was the right time to go having delivered on his strategy of stabilising the bank following its post-crisis bailout.;Incumbent RBS boss Ross McEwan announced in April his intention to step down from his role at the head of the 62% state-owned banking giant;;;148;267;0;139;<e2>Incumbent RBS boss Ross McEwan announced in April his intention to step down from his role at the head of the 62% state-owned banking giant</e2>, saying <e1>it was the right time to go having delivered on his strategy of stabilising the bank following its post-crisis bailout.</e1>
0502.00012;Last year, the Office for Budget Responsibility confirmed Treasury plans to offload its shares in the bank over a five year period  -  yielding an estimated £20.6bn ($24.9bn) by 2024.;Last year, the Office for Budget Responsibility confirmed Treasury plans to offload its shares in the bank over a five year period;yielding an estimated £20.6bn ($24.9bn) by 2024.;;;0;130;135;183;<e1>Last year, the Office for Budget Responsibility confirmed Treasury plans to offload its shares in the bank over a five year period</e1>  -  <e2>yielding an estimated £20.6bn ($24.9bn) by 2024.</e2>
0504.00011;More  ASIA-PACIFIC Hong Kong's Office of the Privacy Commissioner for Personal Data has announced a fine of HK$84,000 against telecom SmarTone Mobile Communications for violations of the Personal Data (Privacy) Ordinance.;violations of the Personal Data (Privacy) Ordinance.;More  ASIA-PACIFIC Hong Kong's Office of the Privacy Commissioner for Personal Data has announced a fine of HK$84,000 against telecom SmarTone Mobile Communications;;;169;221;0;164;<e2>More  ASIA-PACIFIC Hong Kong's Office of the Privacy Commissioner for Personal Data has announced a fine of HK$84,000 against telecom SmarTone Mobile Communications</e2> for <e1>violations of the Personal Data (Privacy) Ordinance.</e1>
0509.00001.1;The Finance Minister addressed a press conference on Friday (20/09/2019), announcing a series of measures to boost the economy. One of the major announcements was the slashing of corporate tax rates to 22% from the existing 30% for domestic companies. This means that a domestic company can pay tax at 22% without exemptions.;The Finance Minister addressed a press conference on Friday (20/09/2019), announcing a series of measures to boost the economy.;One of the major announcements was the slashing of corporate tax rates to 22% from the existing 30% for domestic companies.;127.0;251.0;0;127;128;251;<e1>The Finance Minister addressed a press conference on Friday (20/09/2019), announcing a series of measures to boost the economy.</e1> <e2>One of the major announcements was the slashing of corporate tax rates to 22% from the existing 30% for domestic companies.</e2> This means that a domestic company can pay tax at 22% without exemptions.
0509.00001.2;The Finance Minister addressed a press conference on Friday (20/09/2019), announcing a series of measures to boost the economy. One of the major announcements was the slashing of corporate tax rates to 22% from the existing 30% for domestic companies. This means that a domestic company can pay tax at 22% without exemptions.;The Finance Minister addressed a press conference on Friday (20/09/2019), announcing a series of measures to boost the economy.;This means that a domestic company can pay tax at 22% without exemptions.;127.0;251.0;0;127;252;325;<e1>The Finance Minister addressed a press conference on Friday (20/09/2019), announcing a series of measures to boost the economy.</e1> One of the major announcements was the slashing of corporate tax rates to 22% from the existing 30% for domestic companies. <e2>This means that a domestic company can pay tax at 22% without exemptions.</e2>
0513.00006;Catch all the Scoop on www.bellanaija.com Follow us Twitter: @bellanaija Facebook: @bellanaija Instagram: @bellanaijaonline  Court gives Engineering Firm Permission to Seize Nigeria's Assets Worth $9bn  By  BellaNaija.com;Catch all the Scoop on www.bellanaija.com Follow us Twitter: @bellanaija Facebook: @bellanaija Instagram: @bellanaijaonline  Court gives Engineering Firm Permission;Seize Nigeria's Assets Worth $9bn  By  BellaNaija.;;;0;164;168;218;<e1>Catch all the Scoop on www.bellanaija.com Follow us Twitter: @bellanaija Facebook: @bellanaija Instagram: @bellanaijaonline  Court gives Engineering Firm Permission</e1> to <e2>Seize Nigeria's Assets Worth $9bn  By  BellaNaija.</e2>com
0516.00001;By  TgMedia  -  40  0  SHARE  Facebook  Twitter  United States Consulate Launches Academy For Women Entrepreneurs  United States Consulate General in Lagos on Monday launched the Academy for Women Entrepreneurs (AWE), a State Department-led initiative that supports women entrepreneurs around the world. During a week-long program, a diverse group of 100 women selected from a pool of over 6,000 applicants, will receive lessons on business management, network with like-minded entrepreneurs and mentors, and learn the practical skills required to create successful and sustainable businesses.;By  TgMedia  -  40  0  SHARE  Facebook  Twitter  United States Consulate Launches Academy For Women Entrepreneurs  United States Consulate General in Lagos on Monday launched the Academy for Women Entrepreneurs (AWE), a State Department-led initiative that supports women entrepreneurs around the world.;During a week-long program, a diverse group of 100 women selected from a pool of over 6,000 applicants, will receive lessons on business management, network with like-minded entrepreneurs and mentors, and learn the practical skills required to create successful and sustainable businesses.;303.0;;0;303;304;593;<e1>By  TgMedia  -  40  0  SHARE  Facebook  Twitter  United States Consulate Launches Academy For Women Entrepreneurs  United States Consulate General in Lagos on Monday launched the Academy for Women Entrepreneurs (AWE), a State Department-led initiative that supports women entrepreneurs around the world.</e1> <e2>During a week-long program, a diverse group of 100 women selected from a pool of over 6,000 applicants, will receive lessons on business management, network with like-minded entrepreneurs and mentors, and learn the practical skills required to create successful and sustainable businesses.</e2>
0517.00012;Finance minister Sitharaman said the government would allow any new domestic company incorporated on or after October 1, 2019 and making fresh investment in manufacturing to pay income tax at 15% as well as exemptions from the minimum alternate tax, provided it did not avail of any exemption or incentive and commences production by March 31, 2023.;it did not avail of any exemption or incentive and commences production by March 31, 2023.;Finance minister Sitharaman said the government would allow any new domestic company incorporated on or after October 1, 2019 and making fresh investment in manufacturing to pay income tax at 15% as well as exemptions from the minimum alternate tax;;;259;349;0;248;<e2>Finance minister Sitharaman said the government would allow any new domestic company incorporated on or after October 1, 2019 and making fresh investment in manufacturing to pay income tax at 15% as well as exemptions from the minimum alternate tax</e2>, provided <e1>it did not avail of any exemption or incentive and commences production by March 31, 2023.</e1>
0523.00006.1;As for their separate arguments, Fraser-Jenkins says there are plenty of reasons that the S&P can't go higher than 4,000. Chiefly, he points to evidence that equities are expensive using the Shiller cyclically adjusted price-to-earnings ratio (a popular stock-valuation measure). Also, low yields and baby boomers pouring money into stocks have helped keep the S&P moving up, and household equity allocation is at an all-time high, he says.;Chiefly, he points to evidence that equities are expensive using the Shiller cyclically adjusted price-to-earnings ratio (a popular stock-valuation measure).;As for their separate arguments, Fraser-Jenkins says there are plenty of reasons that the S&P can't go higher than 4,000.;121.0;279.0;122;279;0;121;<e2>As for their separate arguments, Fraser-Jenkins says there are plenty of reasons that the S&P can't go higher than 4,000.</e2> <e1>Chiefly, he points to evidence that equities are expensive using the Shiller cyclically adjusted price-to-earnings ratio (a popular stock-valuation measure).</e1> Also, low yields and baby boomers pouring money into stocks have helped keep the S&P moving up, and household equity allocation is at an all-time high, he says.
0523.00006.2;As for their separate arguments, Fraser-Jenkins says there are plenty of reasons that the S&P can't go higher than 4,000. Chiefly, he points to evidence that equities are expensive using the Shiller cyclically adjusted price-to-earnings ratio (a popular stock-valuation measure). Also, low yields and baby boomers pouring money into stocks have helped keep the S&P moving up, and household equity allocation is at an all-time high, he says.;Also, low yields and baby boomers pouring money into stocks have helped keep the S&P moving up, and household equity allocation is at an all-time high, he says.;As for their separate arguments, Fraser-Jenkins says there are plenty of reasons that the S&P can't go higher than 4,000.;121.0;279.0;280;440;0;121;<e2>As for their separate arguments, Fraser-Jenkins says there are plenty of reasons that the S&P can't go higher than 4,000.</e2> Chiefly, he points to evidence that equities are expensive using the Shiller cyclically adjusted price-to-earnings ratio (a popular stock-valuation measure). <e1>Also, low yields and baby boomers pouring money into stocks have helped keep the S&P moving up, and household equity allocation is at an all-time high, he says.</e1>
0523.00008;Even if households don't keep buying stocks, there's plenty of proof companies will keep buying back their own shares, with some $820 billion in buybacks announced this year alone, said Harmsworth.;Even if households don't keep buying stocks;there's plenty of proof companies will keep buying back their own shares, with some $820 billion in buybacks announced this year alone, said Harmsworth.;;;0;43;45;197;<e1>Even if households don't keep buying stocks</e1>, <e2>there's plenty of proof companies will keep buying back their own shares, with some $820 billion in buybacks announced this year alone, said Harmsworth.</e2>
0523.00012;Oil CLV19, +0.88% is up as an Iranian diplomat in case of an attack over the weekend Saudi drone strike.;an Iranian diplomat in case of an attack over the weekend Saudi drone strike.;Oil CLV19, +0.88% is up;;;27;104;0;23;<e2>Oil CLV19, +0.88% is up</e2> as <e1>an Iranian diplomat in case of an attack over the weekend Saudi drone strike.</e1>
0526.00023;Shares in Thomas Cook have whipsawed for months as investors have sought to calculate whether the stock retains any residual value. On Friday they closed at 3.45p, more than 95% lower than at the same point last year.;Shares in Thomas Cook have whipsawed for months as investors have sought to calculate whether the stock retains any residual value.;On Friday they closed at 3.45p, more than 95% lower than at the same point last year.;131.0;;0;131;132;217;<e1>Shares in Thomas Cook have whipsawed for months as investors have sought to calculate whether the stock retains any residual value.</e1> <e2>On Friday they closed at 3.45p, more than 95% lower than at the same point last year.</e2>
0527.00019.1;Over the next decade, councils are currently expected to replace rundown assets, ahead of projects which would improve service levels or add more capacity to cope with growth. Of the $91 bln in capital spending on the four network infrastructure areas (roading, water supply, stormwater, and wastewater) over the next decade, councils across New Zealand are intending to allocate 46% to replacing existing assets (see Graph 2). Around a third (31%) will be spent on improving levels of service, while only 23% will be spent to meet additional demand.;Over the next decade, councils are currently expected to replace rundown assets, ahead of projects which would improve service levels or add more capacity to cope with growth.;Of the $91 bln in capital spending on the four network infrastructure areas (roading, water supply, stormwater, and wastewater) over the next decade, councils across New Zealand are intending to allocate 46% to replacing existing assets (see Graph 2).;175.0;427.0;0;175;176;427;<e1>Over the next decade, councils are currently expected to replace rundown assets, ahead of projects which would improve service levels or add more capacity to cope with growth.</e1> <e2>Of the $91 bln in capital spending on the four network infrastructure areas (roading, water supply, stormwater, and wastewater) over the next decade, councils across New Zealand are intending to allocate 46% to replacing existing assets (see Graph 2).</e2> Around a third (31%) will be spent on improving levels of service, while only 23% will be spent to meet additional demand.
0527.00019.2;Over the next decade, councils are currently expected to replace rundown assets, ahead of projects which would improve service levels or add more capacity to cope with growth. Of the $91 bln in capital spending on the four network infrastructure areas (roading, water supply, stormwater, and wastewater) over the next decade, councils across New Zealand are intending to allocate 46% to replacing existing assets (see Graph 2). Around a third (31%) will be spent on improving levels of service, while only 23% will be spent to meet additional demand.;Of the $91 bln in capital spending on the four network infrastructure areas (roading, water supply, stormwater, and wastewater) over the next decade, councils across New Zealand are intending to allocate 46% to replacing existing assets (see Graph 2).;Around a third (31%) will be spent on improving levels of service, while only 23% will be spent to meet additional demand.;175.0;427.0;176;427;428;550;Over the next decade, councils are currently expected to replace rundown assets, ahead of projects which would improve service levels or add more capacity to cope with growth. <e1>Of the $91 bln in capital spending on the four network infrastructure areas (roading, water supply, stormwater, and wastewater) over the next decade, councils across New Zealand are intending to allocate 46% to replacing existing assets (see Graph 2).</e1> <e2>Around a third (31%) will be spent on improving levels of service, while only 23% will be spent to meet additional demand.</e2>
0529.00001;Wednesday, 25 September 2019 Providing an update to the company's strategic growth plan and key initiatives to deliver long-term sustainable growth and value creation, VF Corporation said in a statement that the company's revenue through fiscal 2024 is expected to grow at a five-year compounded annual growth rate (CAGR) between 7 percent and 8 percent, fuelled by VF's largest brands Vans, The North Face, Timberland and Dickies and the company's international and direct-to-consumer business platforms.;VF's largest brands Vans, The North Face, Timberland and Dickies and the company's international and direct-to-consumer business platforms.;Wednesday, 25 September 2019 Providing an update to the company's strategic growth plan and key initiatives to deliver long-term sustainable growth and value creation, VF Corporation said in a statement that the company's revenue through fiscal 2024 is expected to grow at a five-year compounded annual growth rate (CAGR) between 7 percent and 8 percent;;;366;505;0;353;<e2>Wednesday, 25 September 2019 Providing an update to the company's strategic growth plan and key initiatives to deliver long-term sustainable growth and value creation, VF Corporation said in a statement that the company's revenue through fiscal 2024 is expected to grow at a five-year compounded annual growth rate (CAGR) between 7 percent and 8 percent</e2>, fuelled by <e1>VF's largest brands Vans, The North Face, Timberland and Dickies and the company's international and direct-to-consumer business platforms.</e1>
0537.00003;However, it later emerged that the firm had signed off on audits from previous years that were similarly flawed, and Deloitte is being investigated by accounting regulators. Shareholders present at the meeting were quick to question how Steinhoff had come to select Mazars and whether its up to the task. While Deloitte has reviewed and restated earnings for 2017 and 2018 after months of work, little over 50% of investors voted to approve the results, with many abstaining.;However, it later emerged that the firm had signed off on audits from previous years that were similarly flawed, and Deloitte is being investigated by accounting regulators.;While Deloitte has reviewed and restated earnings for 2017 and 2018 after months of work, little over 50% of investors voted to approve the results, with many abstaining.;173.0;304.0;0;173;305;475;<e1>However, it later emerged that the firm had signed off on audits from previous years that were similarly flawed, and Deloitte is being investigated by accounting regulators.</e1> Shareholders present at the meeting were quick to question how Steinhoff had come to select Mazars and whether its up to the task. <e2>While Deloitte has reviewed and restated earnings for 2017 and 2018 after months of work, little over 50% of investors voted to approve the results, with many abstaining.</e2>
0545.00018.1;Refusing to do so is ideological shortsightedness: the Government faces a simple choice between a £200 million Government cash injection to save the company now versus a £600 million bill to repatriate UK holidaymakers.;save the company now;Refusing to do so is ideological shortsightedness: the Government faces a simple choice between a £200 million Government cash injection;;;140;160;0;136;<e2>Refusing to do so is ideological shortsightedness: the Government faces a simple choice between a £200 million Government cash injection</e2> to <e1>save the company now</e1> versus a £600 million bill to repatriate UK holidaymakers.
0545.00018.2;Refusing to do so is ideological shortsightedness: the Government faces a simple choice between a £200 million Government cash injection to save the company now versus a £600 million bill to repatriate UK holidaymakers.;repatriate UK holidaymakers.;a £600 million bill;;;191;219;168;187;Refusing to do so is ideological shortsightedness: the Government faces a simple choice between a £200 million Government cash injection to save the company now versus <e2>a £600 million bill</e2> to <e1>repatriate UK holidaymakers.</e1>
0549.00004;To date, Invent Penn State has created 21 innovation hubs in Commonwealth Campus communities statewide, supporting nearly 2,500 early-stage startup businesses.;To date, Invent Penn State has created 21 innovation hubs in Commonwealth Campus communities statewide;supporting nearly 2,500 early-stage startup businesses.;;;0;102;104;159;<e1>To date, Invent Penn State has created 21 innovation hubs in Commonwealth Campus communities statewide</e1>, <e2>supporting nearly 2,500 early-stage startup businesses.</e2>
0554.00001.1;by Tyler Durden  Sat, 09/14/2019 - 07:35  0  SHARES  A new study published by the International Monetary Fund has found that $15 trillion of the world's foreign direct investments are phantom capital - a term used to describe capital that is designed to minimize tax bills of multinational firms. This total makes up 40% of the world's foreign direct investments, and is the equivalent to the combined GDP of China and Germany, according to Bloomberg. These types of investments have risen about 10% over the past decade despite global efforts to curb tax avoidance, according to the IMF study.;These types of investments have risen about 10% over the past decade despite global efforts to curb tax avoidance, according to the IMF study.;by Tyler Durden  Sat, 09/14/2019 - 07:35  0  SHARES  A new study published by the International Monetary Fund has found that $15 trillion of the world's foreign direct investments are phantom capital - a term used to describe capital that is designed to minimize tax bills of multinational firms.;296.0;451.0;452;594;0;296;<e2>by Tyler Durden  Sat, 09/14/2019 - 07:35  0  SHARES  A new study published by the International Monetary Fund has found that $15 trillion of the world's foreign direct investments are phantom capital - a term used to describe capital that is designed to minimize tax bills of multinational firms.</e2> This total makes up 40% of the world's foreign direct investments, and is the equivalent to the combined GDP of China and Germany, according to Bloomberg. <e1>These types of investments have risen about 10% over the past decade despite global efforts to curb tax avoidance, according to the IMF study.</e1>
